Free Folk,"Harma, Vanguard Commander","Diversion
Tactics","**After a friendly Combat
Unit is attacked:**

1 other friendly unit within
Long Range of that unit may
make a free Maneuver action.

If you control [HORSE], instead,
they may pivot and make
a free March action.",40322
Free Folk,"The Weeper, Horrific Butcher","Reckless
Slaughter","**When a friendly Combat Unit
makes a Melee Attack,
before Attack dice are rolled:**

This Attack rolls +3 dice and
gains Vicious *(Defender suffers
-2 to their Panic Test)*.

After this Attack is completed,
the attacker becomes Vulnerable.",40323
Free Folk,"The Weeper, Horrific Butcher","Price Of
Failure","**When a friendly Combat
Unit attacks, before
Attack dice are rolled:**

All Attack dice results automatically
Hit for this Attack. For each result
that would have normally Missed,
the attacker suffers 1 Wound.",40324
Free Folk,"The Weeper, Horrific Butcher","Agonizing
Deaths","**When an enemy Combat
Unit is destroyed:**

All other enemy units within
Short Range of that enemy suffer
a Panic Test with -2 to their roll.",40325
Free Folk,"Styr, Magnar Of Thenn",Final Strike,"**When a friendly Infantry unit
is attacked with melee,
after Defense dice are rolled:**

For each Wound suffered by
the defender, the attacker
suffers 1 automatic Hit.

If the defender is within Short
Range of **Styr**, the attacker
suffers -1 to Defense Save rolls
against these automatic Hits.",40326
Free Folk,"Styr, Magnar Of Thenn","Set For
Charge","**When a friendly, unengaged
unit is successfully Charged
from the Front:**

That unit may make 1 Attack
action against that enemy before
they resolve their Charge attack.

If the charged unit is within
Short Range of **Styr**, the attacker
also becomes Weakened.",40327
Free Folk,"Styr, Magnar Of Thenn","Styr's
Vengeance","**Start of a friendly turn:**

Target 1 friendly Combat Unit.

If a friendly Combat Unit has
been destroyed this round,
remove 1 Activation token
from the targeted unit.

If the targeted unit is within
Short Range of **Styr**, their
Melee Attacks gain +1 to Hit
and roll +2 dice this turn.",40328
Baratheon,Baratheon Basic Deck,Last Stand,"**When a friendly combat
unit is destroyed:**

That unit may make 1 free Melee
Attack, using its highest attack die
value, before being removed.

If you control [CROWN], the defender
also becomes Vulnerable.",40601
Baratheon,Baratheon Basic Deck,"Counter
Charge","**After a friendly Combat
Unit is attacked:**

1 other friendly unit may
immediately make 1 free Charge
action targeting the attacker.

If you control [LETTER], that unit may also
re-roll any Charge Distance dice.",40602
Baratheon,Baratheon Basic Deck,Stag's Wit,"**When a friendly, engaged
Combat Unit activates:**

Remove all Condition
Tokens from that unit.

If you control [LETTER], instead of
removing those Tokens, you may
place them on 1 enemy Combat
Unit they are engaged with.",40603
Baratheon,Baratheon Basic Deck,Ours is the Fury!,"**After a friendly Combat
Unit is attacked, but not
destroyed, with melee:**

That unit may make a free Melee
Attack targeting the attacker.

If you control [CROWN], they may also
roll their highest Attack Die value
*(regardless of remaining ranks)*.",40604
Baratheon,Baratheon Basic Deck,"Baratheon
Conviction","**Start of the round:**

Target 1 friendly Infantry unit and
attach this card to them. Discard
it when they fail a Morale Test.

While this card is attached:

• If you control [CROWN], this unit only
suffers 1 Wound from failed Panic
Tests, regardless of Abilities or roll.

• If you control [LETTER], this unit's
Defense Save rolls of 6 block 2 Hits.",40605
Baratheon,Baratheon Basic Deck,"Stag's
Resilience","**When a friendly, engaged
Combat Unit activates:**

Restore up to D3+1
Wounds to that unit.

If you control [LETTER], 1 enemy
they are engaged with also
suffers that many Wounds.",40606
Baratheon,Baratheon Basic Deck,Hold the Line!,"**When a friendly, engaged
Combat Unit activates:**

That unit's Melee Attacks gain +1
to Hit and roll +2 dice this turn.",40607
Baratheon,"Stannis Baratheon, The Rightful Heir","Will of The
One True King","**When you claim the [CROWN] zone
on the Tactics Board:**

Replace that Zone's effect with:

1 enemy Combat Unit
becomes Panicked.

1 enemy Combat unit
becomes Vulnerable.

1 enemy Combat Unit
becomes Weakened.",40608
Baratheon,"Stannis Baratheon, The Rightful Heir",Oath of Duty,"**When a friendly Combat
Unit is destroyed:**

Attach this card to a friendly Combat
Unit until the end of the game.

While attached, this unit never
suffers penalties to Morale, and
may never become Panicked.

If this is **Stannis Baratheon's** unit,
their attacks also roll +2 Attack dice.",40609
Baratheon,"Stannis Baratheon, The Rightful Heir","Tactical
Approach","**Start of the Round:**

Attach this card to a friendly Combat
Unit until the end of the Game.

While attached, whenever this
unit makes an attack, after defense
dice are rolled, it may expend 1
Condition Token from the defender
to deal an additional D3 Wounds.

If this is **Stannis Baratheon's** unit, it
deals 3 Wounds instead of rolling.",40610
Baratheon,"Renly Baratheon, The Charismatic Heir","Wealth and
Charisma","**When you claim a zone
on the Tactics Board:**

Replace that Zone's effect with:

Choose 1:

• Restore D3+1 Wounds
*(total)* across any number of
friendly Combat Units.

• Remove 3 Condition Tokens
*(total)* from any number of
friendly Combat Units.",40611
Baratheon,"Renly Baratheon, The Charismatic Heir","Younger,
Bolder, and
far more
Comely","**When a friendly Combat Unit
makes a Morale Test:**

That unit gains +2 to their
Morale Test roll.

If they are within Long Range of
**Renley Baratheon's** unit and pass
this test, they also restore up to
1 Wound for each point they
passed by, to a maximum of 4.",40612
Baratheon,"Renly Baratheon, The Charismatic Heir","They Will
Make Me King!","**When Renly Baratheon's
unit activates:**

Choose 1:

• Restore up to 2 Wounds to
Renly's unit and up to 1 Wound
to all other friendly units within
Long Range of Renly's unit.

• Deal 2 Wounds to all enemies
engaged with Renly's unit and 1
Wound to all other enemies within
Long Range of Renly's unit.",40613
